Cpu,Dataset,User,Cores,Threads,Min,Avg,StDev
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,48,48,0.967,0.991,0.017
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,48,96,1.041,1.067,0.028
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,12,12,4.127,4.141,0.020
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,12,24,3.376,3.382,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,24,24,2.434,2.444,0.015
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,24,48,2.058,2.075,0.026
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,48,48,1.398,1.403,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,NimaAra,48,96,1.294,1.308,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,12,12,1.950,1.957,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,12,24,1.774,1.777,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,24,24,1.172,1.176,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,24,48,1.176,1.188,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,48,48,0.830,0.835,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,noahfalk,48,96,1.085,1.116,0.020
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,12,12,4.344,4.359,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,12,24,4.947,4.962,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,24,24,2.779,2.796,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,24,48,3.296,3.301,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,48,48,2.059,2.079,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,pedrosakuma,48,96,0.889,0.927,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,12,12,3.300,3.321,0.021
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,12,24,2.829,2.853,0.011
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,24,24,1.613,1.665,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,24,48,1.770,1.799,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,48,48,0.882,0.909,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,royvanrijn,48,96,0.955,0.979,0.017
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,12,12,2.071,2.080,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,12,24,1.865,1.867,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,24,24,1.211,1.222,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,24,48,1.501,1.504,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,48,48,0.828,0.831,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,stephenvonworley,48,96,1.194,1.210,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,12,12,2.654,2.664,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,12,24,2.479,2.485,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,24,24,1.547,1.550,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,24,48,1.745,1.751,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,48,48,0.937,0.941,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,thomaswue,48,96,1.188,1.196,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,12,12,3.470,3.506,0.014
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,12,24,2.898,2.908,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,24,24,1.986,2.000,0.009
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,24,48,1.894,1.909,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,48,48,1.094,1.098,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,xoofx,48,96,1.137,1.156,0.017
m7g.metal,1B,abeobk,8,8,1.480,1.481,0.002
m7g.metal,1B,abeobk,16,16,0.748,0.750,0.001
m7g.metal,1B,abeobk,32,32,0.381,0.381,0.000
m7g.metal,1B,abeobk,64,64,0.381,0.382,0.001
m7g.metal,1B,artsiomkorzun,8,8,1.135,1.140,0.005
m7g.metal,1B,artsiomkorzun,16,16,0.578,0.579,0.000
m7g.metal,1B,artsiomkorzun,32,32,0.304,0.304,0.000
m7g.metal,1B,artsiomkorzun,64,64,0.304,0.304,0.000
m7g.metal,1B,buybackoff,8,8,3.115,3.117,0.002
m7g.metal,1B,buybackoff,16,16,1.568,1.568,0.000
m7g.metal,1B,buybackoff,32,32,0.797,0.797,0.000
m7g.metal,1B,buybackoff,64,64,0.797,0.798,0.001
m7g.metal,1B,CameronAavik,8,8,1.839,1.862,0.008
m7g.metal,1B,CameronAavik,16,16,1.041,1.048,0.004
m7g.metal,1B,CameronAavik,32,32,0.630,0.631,0.000
m7g.metal,1B,CameronAavik,64,64,0.630,0.630,0.000
m7g.metal,1B,jerrinot,8,8,1.376,1.383,0.004
m7g.metal,1B,jerrinot,16,16,0.698,0.700,0.002
m7g.metal,1B,jerrinot,32,32,0.361,0.362,0.001
m7g.metal,1B,jerrinot,64,64,0.360,0.362,0.000
m7g.metal,1B,kpocza,8,8,3.588,3.590,0.002
m7g.metal,1B,kpocza,16,16,1.904,1.909,0.003
m7g.metal,1B,kpocza,32,32,1.061,1.063,0.002
m7g.metal,1B,kpocza,64,64,1.102,1.119,0.003
m7g.metal,1B,mtopolnik,8,8,1.972,1.985,0.019
m7g.metal,1B,mtopolnik,16,16,1.050,1.061,0.017
m7g.metal,1B,mtopolnik,32,32,0.597,0.600,0.003
m7g.metal,1B,mtopolnik,64,64,0.601,0.602,0.001
m7g.metal,1B,mtopolnik-rs,8,8,2.327,2.329,0.001
m7g.metal,1B,mtopolnik-rs,16,16,1.269,1.269,0.001
m7g.metal,1B,mtopolnik-rs,32,32,0.750,0.750,0.000
m7g.metal,1B,mtopolnik-rs,64,64,0.750,0.750,0.000
m7g.metal,1B,nietras,8,8,2.739,2.762,0.019
m7g.metal,1B,nietras,16,16,1.477,1.497,0.002
m7g.metal,1B,nietras,32,32,0.858,0.871,0.012
m7g.metal,1B,nietras,64,64,0.855,0.868,0.009
m7g.metal,1B,NimaAra,8,8,3.839,3.844,0.005
m7g.metal,1B,NimaAra,16,16,2.030,2.044,0.009
m7g.metal,1B,NimaAra,32,32,1.120,1.122,0.000
m7g.metal,1B,NimaAra,64,64,1.123,1.124,0.000
m7g.metal,1B,pedrosakuma,8,8,4.671,4.673,0.002
m7g.metal,1B,pedrosakuma,16,16,2.572,2.574,0.001
m7g.metal,1B,pedrosakuma,32,32,1.640,1.643,0.002
m7g.metal,1B,pedrosakuma,64,64,1.643,1.644,0.001
m7g.metal,1B,royvanrijn,8,8,1.963,1.967,0.003
m7g.metal,1B,royvanrijn,16,16,1.002,1.005,0.004
m7g.metal,1B,royvanrijn,32,32,0.534,0.540,0.001
m7g.metal,1B,royvanrijn,64,64,0.544,0.551,0.001
m7g.metal,1B,stephenvonworley,8,8,1.348,1.351,0.002
m7g.metal,1B,stephenvonworley,16,16,0.690,0.692,0.002
m7g.metal,1B,stephenvonworley,32,32,0.365,0.366,0.002
m7g.metal,1B,stephenvonworley,64,64,0.365,0.366,0.000
m7g.metal,1B,thomaswue,8,8,1.345,1.345,0.001
m7g.metal,1B,thomaswue,16,16,0.679,0.682,0.003
m7g.metal,1B,thomaswue,32,32,0.349,0.349,0.000
m7g.metal,1B,thomaswue,64,64,0.349,0.349,0.000
m7g.metal,1B,xoofx,8,8,3.099,3.114,0.007
m7g.metal,1B,xoofx,16,16,1.555,1.562,0.005
m7g.metal,1B,xoofx,32,32,0.795,0.796,0.000
m7g.metal,1B,xoofx,64,64,0.786,0.799,0.017
m7g.metal,1B_10K,abeobk,16,16,2.442,2.449,0.009
m7g.metal,1B_10K,abeobk,32,32,1.201,1.209,0.007
m7g.metal,1B_10K,abeobk,64,64,1.200,1.207,0.006
m7g.metal,1B_10K,artsiomkorzun,16,16,1.424,1.427,0.003
m7g.metal,1B_10K,artsiomkorzun,32,32,0.898,0.903,0.005
m7g.metal,1B_10K,artsiomkorzun,64,64,0.894,0.898,0.005
m7g.metal,1B_10K,buybackoff,16,16,2.170,2.181,0.010
m7g.metal,1B_10K,buybackoff,32,32,1.123,1.126,0.005
m7g.metal,1B_10K,buybackoff,64,64,1.121,1.128,0.006
m7g.metal,1B_10K,CameronAavik,16,16,2.885,2.894,0.008
m7g.metal,1B_10K,CameronAavik,32,32,1.789,1.792,0.005
m7g.metal,1B_10K,CameronAavik,64,64,1.795,1.797,0.003
m7g.metal,1B_10K,jerrinot,16,16,1.856,1.859,0.004
m7g.metal,1B_10K,jerrinot,32,32,1.122,1.126,0.005
m7g.metal,1B_10K,jerrinot,64,64,1.117,1.120,0.003
m7g.metal,1B_10K,kpocza,16,16,2.516,2.549,0.039
m7g.metal,1B_10K,kpocza,32,32,1.418,1.436,0.015
m7g.metal,1B_10K,kpocza,64,64,1.454,1.460,0.005
m7g.metal,1B_10K,mtopolnik,16,16,1.449,1.493,0.063
m7g.metal,1B_10K,mtopolnik,32,32,1.158,1.180,0.037
m7g.metal,1B_10K,mtopolnik,64,64,1.168,1.186,0.023
m7g.metal,1B_10K,mtopolnik-rs,16,16,2.175,2.179,0.005
m7g.metal,1B_10K,mtopolnik-rs,32,32,1.359,1.362,0.003
m7g.metal,1B_10K,mtopolnik-rs,64,64,1.359,1.362,0.004
m7g.metal,1B_10K,nietras,16,16,2.364,2.386,0.020
m7g.metal,1B_10K,nietras,32,32,1.344,1.360,0.015
m7g.metal,1B_10K,nietras,64,64,1.338,1.349,0.018
m7g.metal,1B_10K,NimaAra,16,16,3.024,3.027,0.004
m7g.metal,1B_10K,NimaAra,32,32,1.658,1.661,0.004
m7g.metal,1B_10K,NimaAra,64,64,1.651,1.656,0.005
m7g.metal,1B_10K,pedrosakuma,16,16,3.399,3.410,0.009
m7g.metal,1B_10K,pedrosakuma,32,32,2.128,2.134,0.006
m7g.metal,1B_10K,pedrosakuma,64,64,2.138,2.140,0.004
m7g.metal,1B_10K,royvanrijn,16,16,1.898,1.907,0.008
m7g.metal,1B_10K,royvanrijn,32,32,0.980,0.999,0.017
m7g.metal,1B_10K,royvanrijn,64,64,0.991,1.008,0.017
m7g.metal,1B_10K,stephenvonworley,16,16,1.439,1.444,0.007
m7g.metal,1B_10K,stephenvonworley,32,32,1.022,1.028,0.009
m7g.metal,1B_10K,stephenvonworley,64,64,1.019,1.024,0.005
m7g.metal,1B_10K,thomaswue,16,16,2.175,2.177,0.005
m7g.metal,1B_10K,thomaswue,32,32,1.184,1.189,0.006
m7g.metal,1B_10K,thomaswue,64,64,1.184,1.187,0.003
m7g.metal,1B_10K,xoofx,16,16,2.615,2.619,0.003
m7g.metal,1B_10K,xoofx,32,32,1.370,1.379,0.009
m7g.metal,1B_10K,xoofx,64,64,1.370,1.374,0.005
